0.000000000	0.0000000000000000	0.0000000000000000
1.000000000	0.9999981481357729	-0.0016666653683242
2.000000000	1.9999851853664008	-0.0066666118613645
3.000000000	2.9999500023669436	-0.0149996191149494
4.000000000	3.9998814948025698	-0.0266651675506884
5.000000000	4.9997685688941269	-0.0416623085589394
6.000000000	5.9996001491163726	-0.0599895362996128
7.000000000	6.9993651879818231	-0.0816446616468387
8.000000000	7.9990526778503597	-0.1066246887952760
9.000000000	8.9986516646898060	-0.1349256950344979
10.000000000	9.9981512636987091	-0.1665427141850127
11.000000000	10.9975406766885122	-0.2014696241741611
12.000000000	11.9968092111081006	-0.2396990392127005
13.000000000	12.9959463005800639	-0.2812222070136541
14.000000000	13.9949415268056949	-0.3260289114737445
15.000000000	14.9937846426824049	-0.3741073812145537
16.000000000	15.9924655964662872	-0.4254442043558107
17.000000000	16.9909745568019517	-0.4800242498667640
18.000000000	17.9893019384321846	-0.5378305958136549
19.000000000	18.9874384283917550	-0.5988444647920450
20.000000000	19.9853750124833596	-0.6630451668022954
21.000000000	20.9831030018273239	-0.7304100497948012
22.000000000	21.9806140592744939	-0.8009144580793222
23.000000000	22.9779002254682467	-0.8745316987592959
24.000000000	23.9749539443420723	-0.9512330163183256
25.000000000	24.9717680878404877	-1.0309875754517503
26.000000000	25.9683359796543769	-1.1137624522017111
27.000000000	26.9646514177666567	-1.1995226334194804
28.000000000	27.9607086956117499	-1.2882310245443773
29.000000000	28.9565026216601353	-1.3798484656542294
30.000000000	29.9520285372509605	-1.4743337557086096
31.000000000	30.9472823325062336	-1.5716436848725746
32.000000000	31.9422604601750741	-1.6717330747761978
33.000000000	32.9369599472708430	-1.7745548265333690
34.000000000	33.9313784043805029	-1.8800599763125554
35.000000000	34.9255140325431626	-1.9881977582226362
36.000000000	35.9193656276131676	-2.0989156742484263
37.000000000	36.9129325820424015	-2.2121595709434572
38.000000000	37.9062148840366930	-2.3278737225619719
39.000000000	38.8992131140612329	-2.4460009202878488
40.000000000	39.8919284386908117	-2.5664825671957168
41.000000000	40.8843626018214081	-2.6892587785585569
42.000000000	41.8765179132799759	-2.8142684870969745
43.000000000	42.8683972348895637	-2.9414495527477440
44.000000000	43.8600039640667205	-3.0707388765137642
45.000000000	44.8513420150463702	-3.2020725179434875
46.000000000	45.8424157978482611	-3.3353858157760801
47.000000000	46.8332301951147087	-3.4706135112781356
48.000000000	47.8237905369662499	-3.6076898737896350
49.000000000	48.8141025740348056	-3.7465488279900940
50.000000000	49.8041724488475950	-3.8871240823912974
51.000000000	50.7940066657453784	-4.0293492585599200
52.000000000	51.7836120595285010	-4.1731580205724121
53.000000000	52.7729957630313891	-4.3184842042049549
54.000000000	53.7621651738320381	-4.4652619453637712
55.000000000	54.7511279203070131	-4.6134258072651440
56.000000000	55.7398918272443780	-4.7629109058801964
57.000000000	56.7284648812272678	-4.9136530331669759
58.000000000	57.7168551959990950	-5.0655887776212971
59.000000000	58.7050709780183553	-5.2186556416885201
60.000000000	59.6931204924054626	-5.3727921555905178
61.000000000	60.6810120294780617	-5.5279379871357381
62.000000000	61.6687538720626804	-5.6840340470954960
63.000000000	62.6563542637615143	-5.8410225897460650
64.000000000	63.6438213783423308	-5.9988473081941995
65.000000000	64.6311632904078266	-6.1574534241229397
66.000000000	65.6183879474882303	-6.3167877716152177
67.000000000	66.6055031436871730	-6.4767988747344969
68.000000000	67.5925164949977386	-6.6374370185648353
69.000000000	68.5794354163898277	-6.7986543134367627
70.000000000	69.5662671007564626	-6.9604047520906258
71.000000000	70.5530184997914205	-7.1226442595552841
72.000000000	71.5396963068554612	-7.2853307355470012
73.000000000	72.5263069418740969	-7.4484240892214100
74.000000000	73.5128565382958072	-7.6118862661400986
75.000000000	74.4993509321252390	-7.7756812673425850
76.000000000	75.4857956530329801	-7.9397751604444391
77.000000000	76.4721959175309536	-8.1041360827125608
78.000000000	77.4585566241904075	-8.2687342360993092
79.000000000	78.4448823508687383	-8.4335418742480890
80.000000000	79.4311773539010915	-8.5985332815139657
81.000000000	80.4174455692036645	-8.7636847440739309
82.000000000	81.4036906152274042	-8.9289745132322729
83.000000000	82.3899157976934049	-9.0943827610570978
84.000000000	83.3761241160355979	-9.2598915285143519
85.000000000	84.3623182714702580	-9.4254846662952403
86.000000000	85.3485006766082677	-9.5911477685622177
87.000000000	86.3346734665218634	-9.7568680998667858
88.000000000	87.3208385111758361	-9.9226345155198779
89.000000000	88.3069974291299928	-10.0884373757219272
90.000000000	89.2931516024197833	-10.2542684537848938
91.000000000	90.2793021925201771	-10.4201208388025535
92.000000000	91.2654501572988437	-10.5859888331478906
93.000000000	92.2515962688636506	-10.7518678451975163
94.000000000	93.2377411322116956	-10.9177542777026719
95.000000000	94.2238852045862387	-11.0836454122440351
96.000000000	95.2100288154505421	-11.2495392902238525
97.000000000	96.1961721869872548	-11.4154345908630059
98.000000000	97.1823154550341286	-11.5813305066830630
99.000000000	98.1684586903674870	-11.7472266169637081
100.000000000	99.1546019202452413	-11.9131227596743621
