0.0000000000	-0.1000000000
1.0000000000	-0.0999999658
2.0000000000	-0.0999994664
3.0000000000	-0.0999973641
4.0000000000	-0.0999918718
5.0000000000	-0.0999806422
6.0000000000	-0.0999608508
7.0000000000	-0.0999292758
8.0000000000	-0.0998823721
9.0000000000	-0.0998163417
10.0000000000	-0.0997272000
11.0000000000	-0.0996108367
12.0000000000	-0.0994630736
13.0000000000	-0.0992797184
14.0000000000	-0.0990566137
15.0000000000	-0.0987896828
16.0000000000	-0.0984749720
17.0000000000	-0.0981086887
18.0000000000	-0.0976872360
19.0000000000	-0.0972072444
20.0000000000	-0.0966656000
21.0000000000	-0.0960594688
22.0000000000	-0.0953863187
23.0000000000	-0.0946439384
24.0000000000	-0.0938304528
25.0000000000	-0.0929443359
26.0000000000	-0.0919844216
27.0000000000	-0.0909499105
28.0000000000	-0.0898403756
29.0000000000	-0.0886557644
30.0000000000	-0.0873964000
31.0000000000	-0.0860629784
32.0000000000	-0.0846565649
33.0000000000	-0.0831785882
34.0000000000	-0.0816308323
35.0000000000	-0.0800154266
36.0000000000	-0.0783348348
37.0000000000	-0.0765918416
38.0000000000	-0.0747895381
39.0000000000	-0.0729313060
40.0000000000	-0.0710208000
41.0000000000	-0.0690619296
42.0000000000	-0.0670588393
43.0000000000	-0.0650158880
44.0000000000	-0.0629376274
45.0000000000	-0.0608287797
46.0000000000	-0.0586942147
47.0000000000	-0.0565389260
48.0000000000	-0.0543680067
49.0000000000	-0.0521866252
50.0000000000	-0.0500000000
51.0000000000	-0.0478133748
52.0000000000	-0.0456319933
53.0000000000	-0.0434610740
54.0000000000	-0.0413057853
55.0000000000	-0.0391712203
56.0000000000	-0.0370623726
57.0000000000	-0.0349841120
58.0000000000	-0.0329411607
59.0000000000	-0.0309380704
60.0000000000	-0.0289792000
61.0000000000	-0.0270686940
62.0000000000	-0.0252104619
63.0000000000	-0.0234081584
64.0000000000	-0.0216651652
65.0000000000	-0.0199845734
66.0000000000	-0.0183691677
67.0000000000	-0.0168214118
68.0000000000	-0.0153434351
69.0000000000	-0.0139370216
70.0000000000	-0.0126036000
71.0000000000	-0.0113442356
72.0000000000	-0.0101596244
73.0000000000	-0.0090500895
74.0000000000	-0.0080155784
75.0000000000	-0.0070556641
76.0000000000	-0.0061695472
77.0000000000	-0.0053560616
78.0000000000	-0.0046136813
79.0000000000	-0.0039405312
80.0000000000	-0.0033344000
81.0000000000	-0.0027927556
82.0000000000	-0.0023127640
83.0000000000	-0.0018913113
84.0000000000	-0.0015250280
85.0000000000	-0.0012103172
86.0000000000	-0.0009433863
87.0000000000	-0.0007202816
88.0000000000	-0.0005369264
89.0000000000	-0.0003891633
90.0000000000	-0.0002728000
91.0000000000	-0.0001836583
92.0000000000	-0.0001176279
93.0000000000	-0.0000707242
94.0000000000	-0.0000391492
95.0000000000	-0.0000193578
96.0000000000	-0.0000081282
97.0000000000	-0.0000026359
98.0000000000	-0.0000005336
99.0000000000	-0.0000000342
100.0000000000	0.0000000000
