0.0000000000	0.0000000000
0.5000000000	0.0000080000
1.0000000000	0.0000320000
1.5000000000	0.0000720000
2.0000000000	0.0001280000
2.5000000000	0.0002000000
3.0000000000	0.0002880000
3.5000000000	0.0003920000
4.0000000000	0.0005120000
4.5000000000	0.0006480000
5.0000000000	0.0008000000
5.5000000000	0.0009680000
6.0000000000	0.0011520000
6.5000000000	0.0013520000
7.0000000000	0.0015680000
7.5000000000	0.0018000000
8.0000000000	0.0020480000
8.5000000000	0.0023120000
9.0000000000	0.0025920000
9.5000000000	0.0028880000
10.0000000000	0.0032000000
10.5000000000	0.0035280000
11.0000000000	0.0038720000
11.5000000000	0.0042320000
12.0000000000	0.0046080000
12.5000000000	0.0050000000
13.0000000000	0.0054080000
13.5000000000	0.0058320000
14.0000000000	0.0062720000
14.5000000000	0.0067280000
15.0000000000	0.0072000000
15.5000000000	0.0076880000
16.0000000000	0.0081920000
16.5000000000	0.0087120000
17.0000000000	0.0092480000
17.5000000000	0.0098000000
18.0000000000	0.0103680000
18.5000000000	0.0109520000
19.0000000000	0.0115520000
19.5000000000	0.0121680000
20.0000000000	0.0128000000
20.5000000000	0.0134480000
21.0000000000	0.0141120000
21.5000000000	0.0147920000
22.0000000000	0.0154880000
22.5000000000	0.0162000000
23.0000000000	0.0169280000
23.5000000000	0.0176720000
24.0000000000	0.0184320000
24.5000000000	0.0192080000
25.0000000000	0.0200000000
25.5000000000	0.0208080000
26.0000000000	0.0216320000
26.5000000000	0.0224720000
27.0000000000	0.0233280000
27.5000000000	0.0242000000
28.0000000000	0.0250880000
28.5000000000	0.0259920000
29.0000000000	0.0269120000
29.5000000000	0.0278480000
30.0000000000	0.0288000000
30.5000000000	0.0297680000
31.0000000000	0.0307520000
31.5000000000	0.0317520000
32.0000000000	0.0327680000
32.5000000000	0.0338000000
33.0000000000	0.0348480000
33.5000000000	0.0359120000
34.0000000000	0.0369920000
34.5000000000	0.0380880000
35.0000000000	0.0392000000
35.5000000000	0.0403280000
36.0000000000	0.0414720000
36.5000000000	0.0426320000
37.0000000000	0.0438080000
37.5000000000	0.0450000000
38.0000000000	0.0462080000
38.5000000000	0.0474320000
39.0000000000	0.0486720000
39.5000000000	0.0499280000
40.0000000000	0.0512000000
40.5000000000	0.0524880000
41.0000000000	0.0537920000
41.5000000000	0.0551120000
42.0000000000	0.0564480000
42.5000000000	0.0578000000
43.0000000000	0.0591680000
43.5000000000	0.0605520000
44.0000000000	0.0619520000
44.5000000000	0.0633680000
45.0000000000	0.0648000000
45.5000000000	0.0662480000
46.0000000000	0.0677120000
46.5000000000	0.0691920000
47.0000000000	0.0706880000
47.5000000000	0.0722000000
48.0000000000	0.0737280000
48.5000000000	0.0752720000
49.0000000000	0.0768320000
49.5000000000	0.0784080000
50.0000000000	0.0800000000
50.5000000000	0.0815920000
51.0000000000	0.0831680000
51.5000000000	0.0847280000
52.0000000000	0.0862720000
52.5000000000	0.0878000000
53.0000000000	0.0893120000
53.5000000000	0.0908080000
54.0000000000	0.0922880000
54.5000000000	0.0937520000
55.0000000000	0.0952000000
55.5000000000	0.0966320000
56.0000000000	0.0980480000
56.5000000000	0.0994480000
57.0000000000	0.1008320000
57.5000000000	0.1022000000
58.0000000000	0.1035520000
58.5000000000	0.1048880000
59.0000000000	0.1062080000
59.5000000000	0.1075120000
60.0000000000	0.1088000000
60.5000000000	0.1100720000
61.0000000000	0.1113280000
61.5000000000	0.1125680000
62.0000000000	0.1137920000
62.5000000000	0.1150000000
63.0000000000	0.1161920000
63.5000000000	0.1173680000
64.0000000000	0.1185280000
64.5000000000	0.1196720000
65.0000000000	0.1208000000
65.5000000000	0.1219120000
66.0000000000	0.1230080000
66.5000000000	0.1240880000
67.0000000000	0.1251520000
67.5000000000	0.1262000000
68.0000000000	0.1272320000
68.5000000000	0.1282480000
69.0000000000	0.1292480000
69.5000000000	0.1302320000
70.0000000000	0.1312000000
70.5000000000	0.1321520000
71.0000000000	0.1330880000
71.5000000000	0.1340080000
72.0000000000	0.1349120000
72.5000000000	0.1358000000
73.0000000000	0.1366720000
73.5000000000	0.1375280000
74.0000000000	0.1383680000
74.5000000000	0.1391920000
75.0000000000	0.1400000000
75.5000000000	0.1407920000
76.0000000000	0.1415680000
76.5000000000	0.1423280000
77.0000000000	0.1430720000
77.5000000000	0.1438000000
78.0000000000	0.1445120000
78.5000000000	0.1452080000
79.0000000000	0.1458880000
79.5000000000	0.1465520000
80.0000000000	0.1472000000
80.5000000000	0.1478320000
81.0000000000	0.1484480000
