0	0.1150000000
0.5	0.1149999979
1	0.1149999664
1.5	0.1149998318
2	0.1149994745
2.5	0.1149987320
3	0.1149974015
3.5	0.1149952424
4	0.1149919794
4.5	0.1149873044
5	0.1149808795
5.5	0.1149723390
6	0.1149612921
6.5	0.1149473246
7	0.1149300019
7.5	0.1149088703
8	0.1148834596
8.5	0.1148532852
9	0.1148178495
9.5	0.1147766442
10	0.1147291522
10.5	0.1146748491
11	0.1146132051
11.5	0.1145436864
12	0.1144657573
12.5	0.1143788811
13	0.1142825222
13.5	0.1141761470
14	0.1140592258
14.5	0.1139312335
15	0.1137916514
15.5	0.1136399684
16	0.1134756816
16.5	0.1132982981
17	0.1131073357
17.5	0.1129023240
18	0.1126828053
18.5	0.1124483357
19	0.1121984856
19.5	0.1119328410
20	0.1116510040
20.5	0.1113525935
21	0.1110372461
21.5	0.1107046163
22	0.1103543778
22.5	0.1099862235
23	0.1095998660
23.5	0.1091950385
24	0.1087714950
24.5	0.1083290104
25	0.1078673814
25.5	0.1073864265
26	0.1068859863
26.5	0.1063659237
27	0.1058261243
27.5	0.1052664964
28	0.1046869710
28.5	0.1040875024
29	0.1034680677
29.5	0.1028286670
30	0.1021693239
30.5	0.1014900845
31	0.1007910182
31.5	0.1000722172
32	0.0993337964
32.5	0.0985758936
33	0.0977986685
33.5	0.0970023036
34	0.0961870029
34.5	0.0953529924
35	0.0945005195
35.5	0.0936298528
36	0.0927412814
36.5	0.0918351153
37	0.0909116840
37.5	0.0899713373
38	0.0890144436
38.5	0.0880413904
39	0.0870525837
39.5	0.0860484470
40	0.0850294212
40.5	0.0839959641
41	0.0829485499
41.5	0.0818876682
42	0.0808138241
42.5	0.0797275369
43	0.0786293403
43.5	0.0775197808
44	0.0763994183
44.5	0.0752688241
45	0.0741285815
45.5	0.0729792843
46	0.0718215364
46.5	0.0706559512
47	0.0694831508
47.5	0.0683037654
48	0.0671184324
48.5	0.0659277959
49	0.0647325059
49.5	0.0635332175
50	0.0623305903
50.5	0.0611252877
51	0.0599179758
51.5	0.0587093233
52	0.0575000000
52.5	0.0562906767
53	0.0550820242
53.5	0.0538747123
54	0.0526694097
54.5	0.0514667825
55	0.0502674941
55.5	0.0490722041
56	0.0478815676
56.5	0.0466962346
57	0.0455168492
57.5	0.0443440488
58	0.0431784636
58.5	0.0420207157
59	0.0408714185
59.5	0.0397311759
60	0.0386005817
60.5	0.0374802192
61	0.0363706597
61.5	0.0352724631
62	0.0341861759
62.5	0.0331123318
63	0.0320514501
63.5	0.0310040359
64	0.0299705788
64.5	0.0289515530
65	0.0279474163
65.5	0.0269586096
66	0.0259855564
66.5	0.0250286627
67	0.0240883160
67.5	0.0231648847
68	0.0222587186
68.5	0.0213701472
69	0.0204994805
69.5	0.0196470076
70	0.0188129971
70.5	0.0179976964
71	0.0172013315
71.5	0.0164241064
72	0.0156662036
72.5	0.0149277828
73	0.0142089818
73.5	0.0135099155
74	0.0128306761
74.5	0.0121713330
75	0.0115319323
75.5	0.0109124976
76	0.0103130290
76.5	0.0097335036
77	0.0091738757
77.5	0.0086340763
78	0.0081140137
78.5	0.0076135735
79	0.0071326186
79.5	0.0066709896
80	0.0062285050
80.5	0.0058049615
81	0.0054001340
81.5	0.0050137765
82	0.0046456222
82.5	0.0042953837
83	0.0039627539
83.5	0.0036474065
84	0.0033489960
84.5	0.0030671590
85	0.0028015144
85.5	0.0025516643
86	0.0023171947
86.5	0.0020976760
87	0.0018926643
87.5	0.0017017019
88	0.0015243184
88.5	0.0013600316
89	0.0012083486
89.5	0.0010687665
90	0.0009407742
90.5	0.0008238530
91	0.0007174778
91.5	0.0006211189
92	0.0005342427
92.5	0.0004563136
93	0.0003867949
93.5	0.0003251509
94	0.0002708478
94.5	0.0002233558
95	0.0001821505
95.5	0.0001467148
96	0.0001165404
96.5	0.0000911297
97	0.0000699981
97.5	0.0000526754
98	0.0000387079
98.5	0.0000276610
99	0.0000191205
99.5	0.0000126956
100	0.0000080206
100.5	0.0000047576
101	0.0000025985
101.5	0.0000012680
102	0.0000005255
102.5	0.0000001682
103	0.0000000336
103.5	0.0000000021
104	0.0000000000
